key	ID	item1	item2	item3
308.576752	4682	214.348389	221.214844	18.395020
311.406586	3961	204.521729	233.727051	22.728516
313.779510	571	8.995605	236.900879	205.559326
314.096710	2628	159.477783	175.407959	206.047607
314.565552	3429	237.724854	155.815674	134.758545
318.753876	3293	220.329834	30.205322	228.355957
319.443115	3825	22.881104	308.586670	79.338623
319.833282	3513	14.671875	301.567627	105.522705
319.870361	2772	168.816162	265.984131	55.412842
321.915863	1917	272.270752	159.386230	63.988281
324.332703	3967	115.837646	235.832764	190.147949
328.282227	1000	142.021729	53.642822	291.069580
328.925262	1654	212.914063	36.339355	248.070313
330.134644	4404	204.521729	258.934570	10.613037
330.644562	649	283.043457	74.547363	153.801514
332.207611	1299	256.462646	173.546387	120.293213
334.181061	474	181.938721	67.406250	272.087646
335.973022	1508	169.640137	156.426025	244.194580
335.977570	2346	55.443359	105.644775	314.079834
336.410736	3946	134.819580	191.338135	241.631104
338.300140	2378	268.974854	193.504883	68.230225
338.661102	1854	255.669189	218.834473	37.895752
339.630219	1977	154.686523	103.447510	284.111572
339.656311	3672	114.708496	140.892578	286.980225
344.364197	2559	245.140625	1.976563	241.844727
345.502869	3100	183.220459	90.599609	278.557373
346.068420	626	237.358643	223.015381	116.997314
346.443695	537	5.150391	120.445801	324.791504
347.618561	2417	81.993652	246.788574	230.675293
347.822662	1389	203.789307	171.745850	223.503662
348.026520	1954	75.951172	84.801270	328.880859
349.398621	3688	128.441406	170.158936	276.817871
351.085541	216	138.145996	205.864502	248.589111
352.827087	4341	346.062256	68.718506	2.373291
354.159241	4193	328.728271	84.496094	101.128174
356.307556	3511	53.215576	140.221191	323.204590
356.430664	3832	123.894287	17.754150	333.733154
356.432526	3316	9.850098	355.034424	29.961182
359.922180	1388	212.608887	278.465820	82.451416
361.354919	3696	211.937500	145.744873	253.807617
361.780121	1806	22.026611	204.399658	297.691895
361.780273	1915	336.540771	79.918457	106.010986
362.567291	3449	134.880615	79.125000	327.110840
363.585236	3388	25.993896	348.198486	101.372314
365.900757	1142	304.466797	31.975342	200.401855
365.902191	1655	182.671143	180.412842	260.704590
367.146973	2052	94.078613	289.208008	205.681396
367.474762	869	284.752441	232.262207	2.831055
369.476349	1905	119.713379	340.385986	79.491211
370.120361	4290	258.354736	232.933594	126.427246
370.260468	2056	59.197021	97.374512	352.287842
372.841949	1887	331.566406	17.235352	169.640137
374.211304	3083	272.392822	244.743896	77.049805
374.265228	3221	150.353027	280.388428	197.105957
374.810272	4268	333.733154	3.960205	170.555664
376.198181	2764	367.424561	72.105957	36.400391
376.227173	3044	367.394043	12.138916	80.132080
376.393219	4958	44.243408	343.102051	148.308350
378.031525	3056	88.829590	51.689697	363.792969
382.425598	1585	227.684570	118.401123	283.531738
383.587921	4711	200.340820	324.120117	44.151855
384.089508	2615	278.557373	165.489746	206.261230
384.786469	1092	278.465820	213.219238	158.287598
387.161316	138	9.178711	376.518799	89.684082
387.246857	1836	51.506592	251.091553	290.276123
390.348633	3479	186.852051	329.582764	93.987061
390.962524	4745	313.927246	15.099121	232.536865
391.784332	961	96.428467	319.145752	205.772949
391.931946	4951	89.531494	275.291992	264.214111
392.589844	38	241.112305	3.319336	309.807373
393.207397	3029	172.447754	126.122070	330.101563
393.392548	3679	107.567383	329.704834	185.692383
393.796478	2848	288.506104	103.630615	247.185303
394.377228	2342	262.901855	276.390625	100.121094
394.552979	2468	351.677490	35.484863	175.316406
396.005066	4860	153.862549	329.430176	156.914307
396.556396	1254	71.861816	304.710938	243.401123
397.409943	4203	208.214355	325.127197	94.200684
399.316711	1314	72.258545	251.061035	301.994873
399.535583	1818	215.630127	288.689209	172.600342
399.689301	899	123.100830	315.270020	212.608887
401.540588	1794	274.345947	224.632813	188.438965
401.687195	2225	337.944580	216.667725	14.183594
402.280334	4391	205.650879	315.636230	141.106201
402.936981	3153	133.507324	38.139893	378.258301
403.642639	4648	42.809082	381.035400	126.122070
403.770935	3975	368.675781	156.334473	51.659180
404.128021	868	378.624512	108.086182	90.996338
404.213104	2923	229.820801	155.296875	294.029785
404.236603	913	290.916992	142.479492	241.814209
405.173798	3726	198.296143	335.960938	109.428955
406.928284	2843	9.911133	209.038330	348.991943
407.328613	6	135.216309	382.835938	32.707764
409.273285	3655	367.699219	178.398682	21.812988
416.126984	4031	384.087158	155.907227	36.491943
416.216187	2802	352.531982	184.929443	121.483398
416.514832	42	408.440186	10.826660	80.895020
417.609192	2735	37.743164	402.000977	106.621338
418.124908	3460	373.802734	119.438721	144.341064
418.721832	3389	259.514404	179.802490	275.047852
422.541229	3032	130.272461	386.559082	110.191895
422.733612	367	232.414795	272.697998	224.327637
424.539032	3560	215.904785	365.501953	5.180908
425.809326	1805	70.824219	169.975830	383.934570
425.832733	3645	167.687012	357.750488	158.836914
426.531891	1962	98.869873	120.415283	397.057129
426.651337	4078	201.653076	311.455322	210.625244
427.345581	75	276.360107	168.724609	278.893066
428.006073	978	405.510498	96.520020	97.130371
428.199066	1062	91.911865	129.112793	397.789551
428.251923	2374	234.734131	293.205811	205.742432
428.892517	2031	294.060303	235.527588	204.948975
428.979370	1886	419.640137	41.618896	78.697754
429.880707	3123	140.892578	230.522705	334.374023
430.062866	3022	425.896240	8.110596	59.166504
430.088776	1193	255.577637	45.189453	342.949463
433.215607	1830	205.193115	110.466553	365.196777
434.076630	2797	148.460938	383.263184	139.610840
434.255249	2605	60.509277	34.752441	428.612305
434.882202	4068	189.842773	344.170166	186.089111
435.534241	3445	66.734863	183.708740	389.214111
436.188416	960	291.252686	69.572998	317.162109
438.526764	4746	371.819092	203.850342	111.809326
438.544189	4895	424.309326	7.713867	110.558105
439.384460	405	150.536133	411.308838	34.966064
439.634155	2173	8.598877	384.117676	213.677002
439.756073	156	291.710449	238.640381	226.585938
441.187683	2206	117.363525	413.322998	100.182129
441.721283	4012	9.270264	7.988525	441.551758
442.747589	2536	367.302490	197.899414	148.155762
442.831055	3433	176.262451	379.417969	145.165039
443.153717	731	268.089844	302.910400	180.992676
443.549133	4663	123.985840	419.243408	74.822021
443.569580	4731	370.476318	70.213867	233.604980
444.200287	2719	84.709717	427.300049	86.906982
444.657990	3650	214.989258	260.429932	289.269043
444.978119	3482	163.689209	270.195557	313.377930
445.553864	4543	218.010498	234.459473	309.868408
446.078369	2321	87.181641	411.614014	148.186279
448.041321	937	136.620117	196.831299	378.593994
449.284393	1336	115.807129	363.762451	236.900879
450.255646	521	401.848389	45.250488	197.990967
450.381378	1309	151.024414	408.135010	116.020752
451.145844	334	395.927979	214.165283	30.113770
451.272644	3356	22.179199	254.051758	372.307373
452.103210	4507	221.825195	290.367676	266.228271
452.148010	4388	211.510254	360.954834	171.501709
452.164612	2998	317.497803	220.238281	234.825684
453.711670	3641	129.479004	266.838623	343.346191
453.802002	2672	253.288818	355.187012	124.992920
454.573608	470	93.071533	142.967773	421.349121
456.121033	4810	58.220459	388.634277	231.560303
456.285309	202	133.263184	435.753418	23.583008
457.070282	3195	203.301025	373.802734	166.893555
457.168671	523	17.815186	392.082764	234.428955
457.505035	1014	67.009521	452.568604	1.488281
458.095856	124	175.560547	358.452393	224.815918
458.369202	2815	126.183105	367.760254	242.760254
459.754181	3399	195.671631	400.414063	112.938477
460.938477	1496	355.797363	249.321533	153.984619
461.204559	3777	455.864502	33.135010	61.638428
461.527588	4114	270.531250	253.746582	274.651123
462.128479	4323	283.775879	364.220215	19.432617
463.035187	2476	379.021240	207.542969	166.344238
463.074493	3610	220.696045	333.427979	233.574463
463.757202	1690	151.970459	432.915283	67.528320
463.817932	775	79.643799	378.807617	255.516602
464.334534	4126	432.823730	138.939453	94.688965
464.735046	3964	241.753174	129.967285	375.023438
466.255341	1119	7.500244	447.014404	132.347656
466.283966	150	373.009277	167.381836	224.205566
466.395538	4588	280.174805	286.491943	238.640381
466.952301	1752	411.919189	95.299316	198.204590
468.429443	922	283.623291	39.085938	370.750977
469.082672	2308	205.956055	419.060303	44.823242
469.888214	4376	28.404785	396.080566	251.213623
470.615295	3823	59.563232	196.709229	423.363281
470.657440	3746	309.959961	329.399658	130.150391
471.115753	1900	374.504639	43.907715	282.433105
472.384735	2411	145.927979	439.873291	91.454102
473.220337	1680	220.421387	211.449219	361.443115
473.699005	4869	359.734131	105.827881	289.452148
473.989594	1259	11.498047	245.445801	405.327393
474.007874	376	196.465088	349.449707	252.922607
474.374237	2581	197.563721	306.419922	303.490234
474.440674	4584	89.867188	456.932617	90.721680
474.583771	1614	317.589355	347.740723	58.678223
475.236938	3598	346.855713	319.145752	60.722900
475.757263	552	380.364014	14.793945	285.393311
475.994324	1054	85.960938	379.295898	274.437500
477.800110	4557	8.720947	434.746338	198.021484
479.509247	3269	12.444092	424.309326	223.015381
479.717621	879	67.253662	20.409180	474.541260
480.047729	309	141.563965	455.711914	52.269531
480.308960	4371	446.220947	140.953613	108.238770
481.522217	3012	462.639404	57.884766	120.323730
481.867523	201	287.437988	374.107910	98.076416
482.373444	2436	211.937500	243.156982	358.666016
482.474640	2970	67.192627	185.478760	440.300537
483.240112	2365	79.216553	360.863281	311.485840
484.078186	1754	71.404053	53.429199	475.792480
484.200012	3562	348.564697	335.808350	13.603760
484.226776	1619	472.191406	96.672607	46.532227
484.298035	854	247.368408	157.097412	385.582520
484.868561	3712	458.580566	149.864746	48.393799
485.473145	4828	364.555908	298.821045	116.142822
485.985352	3408	264.244629	407.799316	7.500244
486.080994	3140	471.062256	109.093262	49.736572
486.545044	691	381.798340	95.970703	285.912109
486.705261	3597	334.801270	93.712402	340.599609
487.082886	3802	202.873779	406.151367	176.445557
487.557800	1850	256.889893	232.201172	343.224121
487.596893	357	21.416260	365.807129	321.678711
487.935852	901	445.641113	2.556396	198.692871
487.977844	3342	327.080322	205.010010	298.515869
487.978699	3326	486.595703	13.725830	34.050537
490.018646	3500	191.277100	398.247314	211.968018
492.685150	4279	124.535156	472.588135	62.370850
493.139252	2078	4.326416	224.327637	439.140869
493.325623	3632	35.698486	183.647705	456.474854
494.038696	190	28.862549	431.969238	237.999512
494.193176	4088	428.856445	195.274902	148.918701
494.796448	4671	39.848877	242.149902	429.649902
494.963257	1028	189.812256	390.221191	238.091064
495.484863	310	235.039307	323.937012	292.107178
495.524841	1055	301.354004	383.568359	87.212158
495.803345	3581	352.226807	348.045898	24.925781
496.028320	2683	299.583984	352.257324	179.466797
496.288574	4854	216.576172	226.830078	384.636475
496.724945	1697	428.429199	232.872559	94.627930
497.734222	80	223.167969	443.016602	40.886475
497.831879	111	490.990234	58.434082	57.884766
498.192169	3867	153.099609	57.335449	470.604492
499.217499	527	239.647461	229.210449	373.161865
499.292725	2623	456.596924	170.616699	108.177734
499.630554	2839	29.442383	203.392578	455.406738
499.993744	451	427.910400	22.392822	257.652832
500.101959	2624	466.087891	7.103516	181.145264
500.695038	4701	21.172119	442.802979	232.750488
501.365112	1888	403.496338	213.890625	206.902100
502.379333	2701	430.199219	59.013916	252.647949
502.722656	3885	100.548340	450.401855	199.394775
502.833374	1277	320.793701	351.463867	162.499023
503.335968	2943	277.702881	214.592529	360.802246
503.431427	2795	376.518799	176.537109	283.745361
503.651001	1211	95.177246	394.188477	298.698975
503.846954	2759	431.664063	254.173828	54.070068
504.022003	1513	229.027344	275.780273	354.302002
505.289551	330	210.564209	434.105469	150.108887
506.161713	210	380.364014	325.340820	75.340820
506.197205	1405	129.082275	96.520020	479.851318
506.858673	311	194.206787	467.217041	29.961182
507.459534	4295	307.579590	390.770508	101.036621
507.548553	2099	446.892334	237.816406	36.552979
507.749725	1161	365.257813	332.024170	118.980957
508.142242	2348	425.041748	69.206787	269.737793
508.220978	3915	190.361572	257.591797	394.585205
510.224091	3211	310.204102	240.288330	326.134277
510.908630	3749	406.975342	155.968262	266.594482
511.101990	35	137.901855	397.270752	290.489746
511.124756	2501	416.557861	274.162842	112.083984
511.890381	96	315.086914	86.113525	394.127441
512.097046	319	325.432373	327.721191	221.214844
512.333008	794	161.980225	451.073242	181.053711
513.359802	698	213.127686	466.698242	17.540527
514.144958	588	198.937012	33.348633	472.923828
514.555481	3707	349.693848	167.290283	338.371826
514.668640	4061	298.241211	113.274170	403.862549
514.907654	4947	122.734619	153.435303	475.945068
515.074036	4271	234.062744	7.195068	458.763672
516.017212	1715	514.519287	22.484375	32.219482
516.796875	3033	102.470947	335.106445	379.845215
516.915527	3330	338.371826	53.856445	387.047363
517.123169	4223	44.426514	146.477295	493.950439
517.295349	147	71.922852	41.557861	510.582520
517.590027	1550	440.117432	151.634766	226.280762
518.133667	1730	202.507568	427.544189	211.327148
518.195618	3774	76.347900	108.574463	500.908447
520.527771	4536	88.677002	350.212646	374.748779
520.529297	2844	519.707275	25.932861	13.512207
520.538452	1769	57.488037	26.878906	516.655518
520.924561	903	212.883545	469.902588	72.350098
520.987305	3421	440.086914	220.665527	170.464111
521.386963	947	329.857422	395.531250	81.200195
522.908936	3668	501.091553	128.716064	75.981689
523.360046	3770	294.151855	406.731201	148.155762
524.148010	424	206.078125	198.540283	439.140869
524.689331	735	121.269775	506.371094	64.659668
524.945068	1016	452.202393	266.319824	12.413574
524.961670	3206	157.982422	160.484863	474.205566
525.284607	1249	82.939697	147.514893	497.276855
525.443298	1775	118.218018	511.955811	4.051758
525.859558	4693	368.126465	325.005127	188.103271
526.569641	4990	437.309814	144.524170	255.241943
526.621216	3256	157.646729	212.456299	455.345703
526.809021	3241	246.727539	213.341309	413.689209
527.258057	821	83.458496	364.647461	371.574951
527.421326	4724	75.127197	82.420898	515.495850
527.494019	1972	141.136719	117.088867	494.591309
528.147339	15	412.987305	300.804688	133.781982
528.424500	4835	238.365723	459.679199	105.400635
529.906006	3555	47.142578	72.807861	522.759033
530.554810	4407	187.798096	66.551758	491.722656
531.397156	498	74.089600	277.519775	447.075439
532.061096	4149	516.960693	26.634766	123.009277
533.076477	2563	164.818359	268.547607	429.985596
533.251526	412	347.740723	63.286377	399.284912
534.011292	568	340.843750	192.650391	363.152100
534.753845	1843	259.056641	95.177246	458.031250
534.952881	2110	127.373291	519.371582	14.275146
535.325684	225	104.729248	27.031494	524.284912
535.336487	3323	334.343506	241.997314	340.935303
535.914429	2495	135.246826	161.461426	492.790771
536.115051	997	234.825684	249.291016	412.468506
536.540588	2935	142.448975	138.695313	498.344971
537.019531	1543	417.564941	278.557373	190.880371
537.290649	2618	355.278564	232.842041	329.002930
537.658997	1274	320.793701	385.033203	194.725586
537.895325	4162	15.190674	429.375244	323.631836
537.907898	2182	235.954834	310.875488	370.171143
537.980713	599	207.726074	38.750244	494.743896
538.554077	1047	318.291260	317.375732	296.654297
539.068542	693	273.125244	440.178467	149.132324
539.227600	3472	96.794678	483.116699	219.078613
539.268738	4843	489.830566	204.735352	94.658447
539.423462	1569	164.604736	48.760010	511.375977
540.340515	4163	94.841553	390.099121	361.656738
540.593140	4202	114.677979	509.239746	140.587402
541.039856	3627	337.822510	352.379395	233.299805
541.170959	2593	5.730225	205.498291	500.603271
541.190552	2686	139.153076	516.960693	79.216553
541.267639	2869	4.356934	540.489746	28.679443
541.683838	2822	324.760986	382.439209	204.186035
541.751770	657	331.810547	420.097900	83.153320
541.789856	3280	98.259521	189.629150	497.917725
542.053528	2760	535.271240	50.255371	69.145752
542.479980	743	8.781982	520.470215	152.702881
542.529480	284	32.188965	310.509277	443.718506
543.177490	4185	475.060059	261.772705	28.893066
544.121826	4524	435.173584	293.999268	142.326904
544.503235	3234	521.019531	157.890869	9.636475
544.537903	125	359.673096	361.198975	191.551758
544.976074	4534	283.745361	198.143555	420.982910
545.135315	4156	324.181152	353.844238	258.598877
545.473022	3782	536.888672	14.671875	95.268799
545.781494	3336	313.133789	55.443359	443.565918
545.788269	2503	539.360596	74.516846	37.712646
546.261841	835	442.192627	316.155029	53.978516
546.476440	631	534.264160	105.675293	45.067383
548.852722	3002	28.343750	470.848633	280.602051
551.045959	1151	34.416748	69.542480	545.555664
552.262024	4798	131.981445	104.271484	526.024414
553.108337	251	500.694824	96.916748	214.104248
553.372803	1906	226.799561	202.141357	462.517334
553.715637	4716	522.118164	170.342041	70.549561
555.368042	2656	466.850830	281.517578	105.980469
555.677429	3809	269.493652	475.884033	98.412109
556.187073	940	219.963623	493.523193	131.889893
557.427246	842	381.676270	404.472900	38.078857
557.470703	1768	435.020996	272.179199	217.827393
557.884216	3177	90.660645	87.242676	543.510986
558.626038	2545	345.207764	358.543945	253.655029
558.672302	3142	473.595215	257.164551	147.270752
558.756653	2834	220.848633	502.281738	105.583740
559.450928	3789	15.373779	558.952881	17.906738
559.579041	4133	253.838135	45.250488	496.635986
560.301941	2934	287.712646	73.814941	475.090576
560.327148	3132	183.647705	491.753174	196.007324
561.334961	4586	330.467773	419.914795	171.928955
561.470703	340	358.147217	279.991699	329.521729
561.915710	2074	422.936035	228.874756	290.672852
562.352112	4866	10.277344	559.380127	56.816650
562.380859	2337	268.395020	309.929443	384.941650
563.051270	1203	84.648682	399.803711	387.322021
563.532715	2034	230.125977	346.214844	380.455566
564.362183	2548	383.263184	268.089844	315.819336
566.313843	748	493.980957	260.948730	92.735840
566.510559	2141	505.577637	183.739258	177.666260
566.748291	3164	8.354736	257.958008	504.570557
566.895081	546	348.564697	364.647461	258.659912
567.817505	1145	90.721680	263.237549	494.865967
568.283020	1725	357.536865	441.612793	9.544922
568.895325	1531	5.089355	415.398193	388.664795
569.485718	1102	360.375000	184.959961	400.291992
569.710938	3089	553.703857	123.711182	51.750732
570.156616	291	141.899658	208.641602	511.284424
570.181030	4510	444.786621	156.273438	320.702148
570.181702	1623	408.806396	392.998291	59.471680
570.405212	2224	261.437012	277.489258	424.278809
570.500000	4785	373.009277	140.038086	408.318115
570.521729	773	448.998047	336.113525	104.515625
570.600342	43	69.725586	74.791504	561.363770
570.866516	1611	149.223877	107.506348	540.428711
572.011597	4583	282.768799	31.395508	496.239258
572.109253	4728	439.415527	254.021240	264.000488
573.790894	239	214.226318	342.369629	407.585693
573.816895	301	496.330811	237.938477	162.193848
574.292053	3327	263.634277	348.229004	372.887207
574.293274	359	337.090088	399.132324	238.487793
575.122192	1699	77.934814	163.384033	545.891357
575.185120	2259	303.429199	79.247070	482.170654
575.463135	3629	567.680908	91.820313	21.568848
575.854248	2717	350.090576	172.875000	423.271729
576.063843	762	211.876465	118.858887	522.331787
577.254089	3765	310.936523	484.428955	43.236328
577.848572	480	196.007324	431.603027	330.467773
578.491577	3435	275.108887	486.443115	149.468018
578.996033	1597	269.005371	334.099365	388.908936
579.337830	1892	572.868896	74.638916	43.388916
579.380676	1093	238.976074	384.331299	361.748291
579.408447	3737	67.253662	448.418213	360.710693
579.499939	2569	65.239502	571.678711	68.901611
579.556030	4836	431.725098	280.510498	266.106201
580.866943	595	358.177734	301.415039	343.895508
581.489563	1482	269.127441	362.267090	366.692139
581.676208	802	78.117920	570.152832	84.679199
582.180542	4936	310.844971	403.526855	281.914307
582.247620	128	483.513428	320.427490	50.530029
582.637268	3401	492.027832	130.058838	283.653809
582.640320	2728	380.913330	435.326172	69.756104
582.953247	2890	356.072021	415.825439	200.340820
583.428772	1712	224.907471	491.264893	220.146729
583.558105	3137	201.775146	503.136230	216.057373
584.139221	4607	296.898438	418.022705	279.869629
584.871094	1067	321.343018	129.051758	471.336914
584.925781	2179	486.931396	199.913574	255.089355
585.010986	3803	416.008545	317.680908	261.253906
585.331970	2403	514.336182	278.648926	20.653320
585.884094	4216	260.643555	105.492188	514.000488
586.489990	4937	213.402344	540.947510	76.195313
586.612793	2860	156.487061	313.622070	470.390869
586.620789	539	57.213379	254.540039	525.414063
587.522766	3483	378.227783	293.388916	340.660645
588.900452	1454	273.979736	308.678223	420.067383
590.517822	171	207.268311	528.923584	161.217285
590.714355	908	509.026123	150.749756	259.056641
591.036865	2792	514.580322	246.941162	153.465820
591.162415	2732	166.618896	64.110352	563.561035
591.187073	2363	585.533691	40.398193	70.854736
591.336304	3150	297.630859	510.887695	9.392334
591.547363	628	394.188477	302.971436	320.549561
592.317749	3499	38.811279	538.902832	242.729736
592.418945	1502	267.174316	305.229736	431.755615
592.744385	542	325.737549	109.886719	482.872559
593.072571	2384	537.346436	234.520508	89.409424
593.173401	3272	500.176025	105.980469	300.743652
593.320984	2029	543.266846	46.196533	234.001709
594.106934	803	421.745850	390.801025	149.559570
594.356873	1764	428.795410	391.350342	127.434326
594.531616	3274	438.866211	170.769287	362.907959
594.570801	576	443.749023	178.642822	353.111816
594.620483	3158	98.442627	497.002197	311.241699
595.309082	4773	228.722168	128.746582	534.325195
595.534241	2327	3.655029	364.464355	470.970703
596.039612	3038	434.074951	17.113281	408.104492
596.295776	1596	579.063965	129.997803	57.915283
596.714111	1846	358.177734	456.261230	140.007568
597.102234	2409	402.977539	253.471924	360.405518
597.570618	83	360.527588	475.822998	26.512695
597.945313	295	360.619141	395.622803	266.411377
598.031067	4091	1.549316	464.348389	376.854492
598.857422	3282	439.629150	283.806396	291.222168
599.013245	1780	269.005371	269.157959	462.608887
599.229858	4814	420.433594	395.012451	162.102295
599.495972	49	553.215576	199.699951	116.051270
601.122986	1665	73.113037	12.932373	596.520020
601.224609	3328	189.476563	570.519043	8.812500
601.462280	4856	337.639404	496.178223	39.543701
601.997498	4898	5.882813	93.529297	594.658447
602.035400	1428	430.534912	15.648438	420.525146
602.812500	465	127.953125	507.622314	298.882080
603.359924	2392	67.894531	522.423340	294.121338
603.575806	2926	107.689453	586.205078	95.238281
603.881531	2525	52.727295	341.301514	495.384766
604.247803	3167	311.577393	481.102539	191.246582
605.015198	3227	545.555664	221.947266	138.390137
605.437073	70	144.859863	271.233154	521.538330
605.484314	1176	593.315674	116.570068	31.609131
605.645447	425	27.000977	490.257813	354.576660
607.432129	3569	214.836670	86.113525	561.607910
607.482361	2255	317.711426	502.495361	124.870850
607.506348	191	535.881592	285.667969	16.991211
607.795837	3705	180.870605	560.417725	150.444580
607.911316	2164	566.765381	218.559814	23.766113
607.921570	4253	511.711670	259.117676	201.439453
608.326843	3400	13.878418	568.077637	217.156006
608.680969	411	171.593262	329.796387	481.957031
608.747742	1527	546.349121	227.562500	142.448975
608.833008	2937	475.884033	192.589355	327.293945
609.061340	2089	391.472412	465.019775	38.231445
609.842834	1955	259.483887	254.601074	489.647461
611.045410	993	45.738770	557.884766	245.049072
611.119934	1738	130.547119	519.829346	293.602539
611.319031	4096	159.996582	588.585449	40.978027
611.502441	2361	425.530029	438.530518	23.460938
611.597595	2188	547.813965	115.532471	246.178223
611.604065	4117	416.679932	259.148193	365.074707
611.684082	449	299.980713	462.151123	265.678955
611.791992	1913	389.824463	223.717285	415.062500
612.319092	1523	173.393799	520.165039	272.575928
612.522522	933	225.151611	559.532715	106.834961
613.307617	3842	161.461426	591.667725	2.403809
613.990784	4665	378.014160	123.283936	467.857910
614.051697	2743	572.868896	160.057617	152.519775
614.215637	1643	510.307861	333.702637	74.089600
615.099915	1990	115.410400	170.311523	579.674316
615.357056	86	500.694824	349.358154	76.927734
615.582581	4023	604.546143	58.769775	100.060059
615.665833	467	19.127441	567.070557	238.976074
616.604126	1726	306.877686	91.789795	526.878906
616.701416	100	201.744629	539.238525	221.001221
616.887329	3247	175.621582	553.124023	209.190918
616.956787	1328	256.859375	239.220215	507.378174
617.011597	2842	310.265137	3.258301	533.318115
617.176453	1098	428.093506	444.542480	4.967285
617.475159	2809	476.860596	176.903320	350.121094
617.576538	4472	423.454834	146.996094	424.828125
617.800659	4354	385.429932	426.842285	225.670410
617.809570	1194	607.353760	103.874756	44.945313
618.002075	2425	227.531982	574.120117	23.277832
618.229797	4346	127.312256	23.674561	604.515625
618.550110	1963	403.221680	357.048584	304.192139
618.998535	4506	137.505127	597.313477	86.418701
619.649536	4045	447.594238	422.539307	71.312500
619.671143	1198	439.476563	123.039795	419.182373
620.018799	4569	532.616211	166.496826	270.226074
620.879700	3526	561.882568	191.948486	181.480957
621.439331	1235	528.069092	18.120361	327.110840
621.486694	3102	119.957520	477.531982	379.234863
621.948608	4982	95.360352	569.847656	230.217529
622.544373	4642	422.813965	448.570801	87.029053
622.950012	1033	529.839111	40.367676	325.127197
623.317688	3491	314.232422	530.510498	91.332031
623.587341	3701	2.251221	463.219238	417.473389
623.648621	3971	520.989014	314.446045	136.498047
623.870361	3201	380.028320	393.730713	299.614502
